,date,turnover
2853,30/11/2011 11,514197
2854,30/11/2011 12,485203
2855,30/11/2011 13,189192
2856,30/11/2011 14,1140083
2857,30/11/2011 15,1303516
2858,30/11/2011 16,488396
2859,30/11/2011 17,158295
2860,01/12/2011 08,93485
2861,01/12/2011 09,143267
2862,01/12/2011 10,370330
2863,01/12/2011 11,552543
2864,01/12/2011 12,366587
2865,01/12/2011 13,758283
2866,01/12/2011 14,449481
2867,01/12/2011 15,551778
2868,01/12/2011 16,1013525
2869,01/12/2011 17,234399
2870,01/12/2011 18,157222
2871,01/12/2011 19,144573
2872,02/12/2011 08,18876
2873,02/12/2011 09,143767
2874,02/12/2011 10,1063939
2875,02/12/2011 11,485968
2876,02/12/2011 12,673809
2877,02/12/2011 13,927314
2878,02/12/2011 14,336499
2879,02/12/2011 15,316220
2880,02/12/2011 16,1278367
2881,02/12/2011 17,133097
2882,04/12/2011 10,170056
2883,04/12/2011 11,284980
2884,04/12/2011 12,421701
2885,04/12/2011 13,339815
2886,04/12/2011 14,622525
2887,04/12/2011 15,322772
2888,04/12/2011 16,72474
2889,05/12/2011 08,93109
2890,05/12/2011 09,192799
2891,05/12/2011 10,282949
2892,05/12/2011 11,-427933
2893,05/12/2011 12,646689
2894,05/12/2011 13,943483
2895,05/12/2011 14,1402141
2896,05/12/2011 15,212786
2897,05/12/2011 16,406278
2898,05/12/2011 17,2381868
2899,06/12/2011 08,161997
2900,06/12/2011 09,509003
2901,06/12/2011 10,721815
2902,06/12/2011 11,337305
2903,06/12/2011 12,1090241
2904,06/12/2011 13,351619
2905,06/12/2011 14,301744
2906,06/12/2011 15,245805
2907,06/12/2011 16,1097446
2908,06/12/2011 17,147060
2909,07/12/2011 08,431170
2910,07/12/2011 09,229464
2911,07/12/2011 10,1273888
2912,07/12/2011 11,441013
2913,07/12/2011 12,1993196
2914,07/12/2011 13,412843
2915,07/12/2011 14,350013
2916,07/12/2011 15,1612674
2917,07/12/2011 16,214425
2918,07/12/2011 17,102302
2919,07/12/2011 18,0
2920,08/12/2011 08,45960
2921,08/12/2011 09,1743305
2922,08/12/2011 10,687313
2923,08/12/2011 11,800260
2924,08/12/2011 12,744106
2925,08/12/2011 13,443807
2926,08/12/2011 14,395551
2927,08/12/2011 15,456674
2928,08/12/2011 16,814974
2929,08/12/2011 17,84682
2930,08/12/2011 18,1241638
2931,08/12/2011 19,81247
2932,08/12/2011 20,6155
2933,09/12/2011 08,348365
2934,09/12/2011 09,300451
2935,09/12/2011 10,1903193
2936,09/12/2011 11,165987
2937,09/12/2011 12,390829
