yearmonth,spots,incr,year,month
1959-06,168.7,2526,1959,06
1959-07,149.6,2527,1959,07
1959-08,199.6,2528,1959,08
1959-09,145.2,2529,1959,09
1959-10,111.4,2530,1959,10
1959-11,124.0,2531,1959,11
1959-12,125.0,2532,1959,12
1960-01,146.3,2533,1960,01
1960-02,106.0,2534,1960,02
1960-03,102.2,2535,1960,03
1960-04,122.0,2536,1960,04
1960-05,119.6,2537,1960,05
1960-06,110.2,2538,1960,06
1960-07,121.7,2539,1960,07
1960-08,134.1,2540,1960,08
1960-09,127.2,2541,1960,09
1960-10,82.8,2542,1960,10
1960-11,89.6,2543,1960,11
1960-12,85.6,2544,1960,12
1961-01,57.9,2545,1961,01
1961-02,46.1,2546,1961,02
1961-03,53.0,2547,1961,03
1961-04,61.4,2548,1961,04
1961-05,51.0,2549,1961,05
1961-06,77.4,2550,1961,06
1961-07,70.2,2551,1961,07
1961-08,55.9,2552,1961,08
1961-09,63.6,2553,1961,09
1961-10,37.7,2554,1961,10
1961-11,32.6,2555,1961,11
1961-12,40.0,2556,1961,12
1962-01,38.7,2557,1962,01
1962-02,50.3,2558,1962,02
1962-03,45.6,2559,1962,03
1962-04,46.4,2560,1962,04
1962-05,43.7,2561,1962,05
1962-06,42.0,2562,1962,06
1962-07,21.8,2563,1962,07
1962-08,21.8,2564,1962,08
1962-09,51.3,2565,1962,09
1962-10,39.5,2566,1962,10
1962-11,26.9,2567,1962,11
1962-12,23.2,2568,1962,12
1963-01,19.8,2569,1963,01
1963-02,24.4,2570,1963,02
1963-03,17.1,2571,1963,03
1963-04,29.3,2572,1963,04
1963-05,43.0,2573,1963,05
1963-06,35.9,2574,1963,06
1963-07,19.6,2575,1963,07
1963-08,33.2,2576,1963,08
1963-09,38.8,2577,1963,09
1963-10,35.3,2578,1963,10
1963-11,23.4,2579,1963,11
1963-12,14.9,2580,1963,12
1964-01,15.3,2581,1964,01
1964-02,17.7,2582,1964,02
1964-03,16.5,2583,1964,03
1964-04,8.6,2584,1964,04
1964-05,9.5,2585,1964,05
1964-06,9.1,2586,1964,06
1964-07,3.1,2587,1964,07
1964-08,9.3,2588,1964,08
1964-09,4.7,2589,1964,09
1964-10,6.1,2590,1964,10
1964-11,7.4,2591,1964,11
1964-12,15.1,2592,1964,12
1965-01,17.5,2593,1965,01
1965-02,14.2,2594,1965,02
1965-03,11.7,2595,1965,03
1965-04,6.8,2596,1965,04
1965-05,24.1,2597,1965,05
1965-06,15.9,2598,1965,06
1965-07,11.9,2599,1965,07
1965-08,8.9,2600,1965,08
1965-09,16.8,2601,1965,09
1965-10,20.1,2602,1965,10
1965-11,15.8,2603,1965,11
1965-12,17.0,2604,1965,12
1966-01,28.2,2605,1966,01
1966-02,24.4,2606,1966,02
1966-03,25.3,2607,1966,03
1966-04,48.7,2608,1966,04
1966-05,45.3,2609,1966,05
1966-06,47.7,2610,1966,06
1966-07,56.7,2611,1966,07
1966-08,51.2,2612,1966,08
1966-09,50.2,2613,1966,09
1966-10,57.2,2614,1966,10
1966-11,57.2,2615,1966,11
1966-12,70.4,2616,1966,12
1967-01,110.9,2617,1967,01
1967-02,93.6,2618,1967,02
1967-03,111.8,2619,1967,03
1967-04,69.5,2620,1967,04
1967-05,86.5,2621,1967,05
1967-06,67.3,2622,1967,06
1967-07,91.5,2623,1967,07
1967-08,107.2,2624,1967,08
1967-09,76.8,2625,1967,09
1967-10,88.2,2626,1967,10
1967-11,94.3,2627,1967,11
1967-12,126.4,2628,1967,12
1968-01,121.8,2629,1968,01
1968-02,111.9,2630,1968,02
1968-03,92.2,2631,1968,03
1968-04,81.2,2632,1968,04
1968-05,127.2,2633,1968,05
1968-06,110.3,2634,1968,06
1968-07,96.1,2635,1968,07
1968-08,109.3,2636,1968,08
1968-09,117.2,2637,1968,09
1968-10,107.7,2638,1968,10
1968-11,86.0,2639,1968,11
1968-12,109.8,2640,1968,12
1969-01,104.4,2641,1969,01
1969-02,120.5,2642,1969,02
1969-03,135.8,2643,1969,03
1969-04,106.8,2644,1969,04
1969-05,120.0,2645,1969,05
1969-06,106.0,2646,1969,06
1969-07,96.8,2647,1969,07
1969-08,98.0,2648,1969,08
1969-09,91.3,2649,1969,09
1969-10,95.7,2650,1969,10
1969-11,93.5,2651,1969,11
1969-12,97.9,2652,1969,12
1970-01,111.5,2653,1970,01
1970-02,127.8,2654,1970,02
1970-03,102.9,2655,1970,03
1970-04,109.5,2656,1970,04
1970-05,127.5,2657,1970,05
1970-06,106.8,2658,1970,06
1970-07,112.5,2659,1970,07
1970-08,93.0,2660,1970,08
1970-09,99.5,2661,1970,09
1970-10,86.6,2662,1970,10
1970-11,95.2,2663,1970,11
1970-12,83.5,2664,1970,12
1971-01,91.3,2665,1971,01
1971-02,79.0,2666,1971,02
1971-03,60.7,2667,1971,03
1971-04,71.8,2668,1971,04
1971-05,57.5,2669,1971,05
1971-06,49.8,2670,1971,06
1971-07,81.0,2671,1971,07
1971-08,61.4,2672,1971,08
1971-09,50.2,2673,1971,09
1971-10,51.7,2674,1971,10
1971-11,63.2,2675,1971,11
1971-12,82.2,2676,1971,12
1972-01,61.5,2677,1972,01
1972-02,88.4,2678,1972,02
1972-03,80.1,2679,1972,03
1972-04,63.2,2680,1972,04
1972-05,80.5,2681,1972,05
1972-06,88.0,2682,1972,06
1972-07,76.5,2683,1972,07
1972-08,76.8,2684,1972,08
1972-09,64.0,2685,1972,09
1972-10,61.3,2686,1972,10
1972-11,41.6,2687,1972,11
1972-12,45.3,2688,1972,12
1973-01,43.4,2689,1973,01
1973-02,42.9,2690,1973,02
1973-03,46.0,2691,1973,03
1973-04,57.7,2692,1973,04
1973-05,42.4,2693,1973,05
1973-06,39.5,2694,1973,06
1973-07,23.1,2695,1973,07
1973-08,25.6,2696,1973,08
1973-09,59.3,2697,1973,09
1973-10,30.7,2698,1973,10
1973-11,23.9,2699,1973,11
1973-12,23.3,2700,1973,12
1974-01,27.6,2701,1974,01
1974-02,26.0,2702,1974,02
1974-03,21.3,2703,1974,03
1974-04,40.3,2704,1974,04
1974-05,39.5,2705,1974,05
1974-06,36.0,2706,1974,06
1974-07,55.8,2707,1974,07
1974-08,33.6,2708,1974,08
1974-09,40.2,2709,1974,09
1974-10,47.1,2710,1974,10
1974-11,25.0,2711,1974,11
1974-12,20.5,2712,1974,12
1975-01,18.9,2713,1975,01
1975-02,11.5,2714,1975,02
1975-03,11.5,2715,1975,03
1975-04,5.1,2716,1975,04
1975-05,9.0,2717,1975,05
1975-06,11.4,2718,1975,06
1975-07,28.2,2719,1975,07
1975-08,39.7,2720,1975,08
1975-09,13.9,2721,1975,09
1975-10,9.1,2722,1975,10
1975-11,19.4,2723,1975,11
1975-12,7.8,2724,1975,12
1976-01,8.1,2725,1976,01
1976-02,4.3,2726,1976,02
1976-03,21.9,2727,1976,03
1976-04,18.8,2728,1976,04
1976-05,12.4,2729,1976,05
1976-06,12.2,2730,1976,06
1976-07,1.9,2731,1976,07
1976-08,16.4,2732,1976,08
1976-09,13.5,2733,1976,09
1976-10,20.6,2734,1976,10
1976-11,5.2,2735,1976,11
1976-12,15.3,2736,1976,12
1977-01,16.4,2737,1977,01
1977-02,23.1,2738,1977,02
1977-03,8.7,2739,1977,03
1977-04,12.9,2740,1977,04
1977-05,18.6,2741,1977,05
1977-06,38.5,2742,1977,06
1977-07,21.4,2743,1977,07
1977-08,30.1,2744,1977,08
1977-09,44.0,2745,1977,09
1977-10,43.8,2746,1977,10
1977-11,29.1,2747,1977,11
1977-12,43.2,2748,1977,12
1978-01,51.9,2749,1978,01
1978-02,93.6,2750,1978,02
1978-03,76.5,2751,1978,03
1978-04,99.7,2752,1978,04
1978-05,82.7,2753,1978,05
1978-06,95.1,2754,1978,06
1978-07,70.4,2755,1978,07
1978-08,58.1,2756,1978,08
1978-09,138.2,2757,1978,09
1978-10,125.1,2758,1978,10
1978-11,97.9,2759,1978,11
1978-12,122.7,2760,1978,12
1979-01,166.6,2761,1979,01
1979-02,137.5,2762,1979,02
1979-03,138.0,2763,1979,03
1979-04,101.5,2764,1979,04
1979-05,134.4,2765,1979,05
1979-06,149.5,2766,1979,06
1979-07,159.4,2767,1979,07
1979-08,142.2,2768,1979,08
1979-09,188.4,2769,1979,09
1979-10,186.2,2770,1979,10
1979-11,183.3,2771,1979,11
1979-12,176.3,2772,1979,12
1980-01,159.6,2773,1980,01
1980-02,155.0,2774,1980,02
1980-03,126.2,2775,1980,03
1980-04,164.1,2776,1980,04
1980-05,179.9,2777,1980,05
1980-06,157.3,2778,1980,06
1980-07,136.3,2779,1980,07
1980-08,135.4,2780,1980,08
1980-09,155.0,2781,1980,09
1980-10,164.7,2782,1980,10
1980-11,147.9,2783,1980,11
1980-12,174.4,2784,1980,12
1981-01,114.0,2785,1981,01
1981-02,141.3,2786,1981,02
1981-03,135.5,2787,1981,03
1981-04,156.4,2788,1981,04
1981-05,127.5,2789,1981,05
1981-06,90.0,2790,1981,06
1981-07,143.8,2791,1981,07
1981-08,158.7,2792,1981,08
1981-09,167.3,2793,1981,09
1981-10,162.4,2794,1981,10
1981-11,137.5,2795,1981,11
1981-12,150.1,2796,1981,12
1982-01,111.2,2797,1982,01
1982-02,163.6,2798,1982,02
1982-03,153.8,2799,1982,03
1982-04,122.0,2800,1982,04
1982-05,82.2,2801,1982,05
1982-06,110.4,2802,1982,06
1982-07,106.1,2803,1982,07
1982-08,107.6,2804,1982,08
1982-09,118.8,2805,1982,09
1982-10,94.7,2806,1982,10
1982-11,98.1,2807,1982,11
1982-12,127.0,2808,1982,12
1983-01,84.3,2809,1983,01
1983-02,51.0,2810,1983,02
1983-03,66.5,2811,1983,03
1983-04,80.7,2812,1983,04
1983-05,99.2,2813,1983,05
1983-06,91.1,2814,1983,06
1983-07,82.2,2815,1983,07
1983-08,71.8,2816,1983,08
1983-09,50.3,2817,1983,09
1983-10,55.8,2818,1983,10
1983-11,33.3,2819,1983,11
1983-12,33.4,2820,1983,12
